fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.6979017956700875,-1.041502476643447,0.24103897269701027,0.7192415405481302,1.2057812031276591,0.6587100069453052,0.47459422047672756,-0.20346600076284774,0.6943383219078185,0.19922164493144776,0.6204019152267521,1
0.8617495168730286,-1.1004462732172275,0.6818598847602401,0.05324584847771132,-0.20733971396557754,-1.1448462316679695,-1.1263486122957957,0.9323369646509666,-0.82972462422967,-0.06943777812499426,-1.1960457606069246,0
-1.3082001353608714,0.4320924377010717,-0.9161159214689676,-0.3907512795692352,0.8020323696724484,2.101554997835925,0.11438208310290983,-1.0237681424505714,0.9229477638284439,-0.4276503422002503,0.11583311638406432,0
0.3192621038145531,-0.3341769177580781,0.13083374468120307,0.2752444125011836,-1.5531691588162786,-0.06271248850000469,-0.5259950500060995,-0.8597077141129986,-1.1345372134571683,1.5425187602136567,0.8222294347638265,0
0.18364025054993485,0.7268114205699757,1.9492200069420254,-0.16875271554576193,2.28244475900822,-0.30318665364844133,1.9554663407913115,0.4906358114344677,-0.9821309188434192,-0.9649691883131333,-1.1960457606069246,0
-0.6300908690377778,-0.2162893246105165,-0.03447409734250822,0.05324584847771132,-0.5437970751782523,-1.1448462316679695,-0.20580648345159483,-0.329666330253256,0.008509996145948839,-1.3231817523883893,-0.9942182410698485,0
-1.5116329152577994,-0.7762553920614335,-0.640602851429449,0.4972429765246569,-1.4858776865737435,-0.06271248850000469,-0.5259950500060995,-1.8314502511893103,2.2184012680453105,0.37832792696907575,2.0331945519862784,1
-0.7657127223023966,0.9625866068650982,-1.3569368335321972,-0.6127498435927085,2.4170277034932903,-1.3853203968164063,-1.246419324753735,-0.10250573717047909,0.16091629075969802,-0.24854406016262226,-0.6914769617642368,1
0.04801839728531539,2.1119906400538233,-0.25488455337412297,-1.7227426637100738,0.5328664807023079,-0.904372066519533,-0.4059243375481602,-1.2130686366861838,-1.6679592446052922,-1.5022880344260168,-0.38873568245862344,0
-0.7657127223023966,0.9625866068650982,-0.9712185354768712,0.7192415405481302,0.8693238419149836,0.05752459407421363,-0.8061600457412911,-0.5063467915398135,0.3895257326803201,-0.24854406016262226,0.9231431945323655,1
-1.3082001353608714,-0.5699521040532011,-0.14467932535831557,-0.8347484076161813,-0.005465297237972168,0.7789470895195235,0.5946649329346668,-0.12143578659402632,1.4563697949765644,-0.24854406016262226,-0.8933044813013112,1
-0.6300908690377778,0.8446990137175373,-1.3569368335321972,0.05324584847771132,-0.6783800196633225,-0.543660818796878,-0.6860893332833518,-0.5820669892340725,0.6943383219078185,0.8260936320631448,0.7213156749952893,1
-0.019792529346993742,1.168889894873331,-0.14467932535831557,0.05324584847771132,-0.4092141306931829,-0.42342373622265966,-0.005688629355029412,0.11203482296324296,0.23711943806657093,-0.6963097652566913,-1.2969595203754618,0
0.5226948837114818,1.2867774880208926,-0.3650897813899305,0.7192415405481302,-0.0727567694805073,0.05752459407421363,0.27447636638016215,0.5474259597051795,-0.9821309188434192,-1.4127348934072033,-0.6914769617642368,1
0.04801839728531539,-0.0984017314629549,-0.03447409734250822,-0.3907512795692352,0.06182617500456296,0.17776167664843195,1.7953720575140593,0.7051763715681898,0.08471314345282174,0.10966850391263375,-0.8933044813013112,1
-0.9013345755670155,0.7268114205699757,-1.2467316055163897,-0.16875271554576193,-0.005465297237972168,-0.7841349839453147,-1.0463014706571696,-0.9732880106544222,0.16091629075969802,-0.06943777812499426,0.014919356615527127,1
0.3192621038145531,0.019485861684606705,-0.14467932535831557,-0.3907512795692352,1.4749470920977996,-0.904372066519533,-0.5660186208254125,0.11203482296324296,-0.9821309188434192,-0.6067566242378772,-0.18690816292154905,1
-1.0369564288316344,-0.1573455280367357,-1.3018342195242933,-1.5007440996866006,-1.2167117976036035,0.2979987592226503,-0.6060421916447256,-0.834467648214959,0.5419320272940693,-0.4276503422002503,-0.5905632019956978,1
-0.6300908690377778,-0.1573455280367357,-0.3650897813899305,-0.16875271554576193,-0.47650560293571803,-0.30318665364844133,-0.4059243375481602,0.6862463221446425,1.4563697949765644,0.8260936320631448,-0.792390721532774,1
-0.22322530924392173,0.1963172514059491,-0.6957054654373527,-0.3907512795692352,0.2637005917321683,-0.904372066519533,-0.5259950500060995,0.3013353171988553,0.3133225853734472,-1.1440754703507614,-0.9942182410698485,1
0.04801839728531539,0.6383957257093045,-0.80591069345316,-0.16875271554576193,-0.3419226584506478,1.2598954198163967,0.7547592162119191,-0.08988570422142425,-0.29630259308154955,1.0947530551195868,0.5194881554582149,1
-0.2910362358762309,0.4320924377010717,-1.3569368335321972,0.9412401045716035,-1.5531691588162786,-0.904372066519533,-1.1263486122957957,-0.08357568774693186,0.3895257326803201,-0.6067566242378772,0.4185743956896777,0
-1.0369564288316344,0.1963172514059491,-0.5855002374215452,0.4972429765246569,-0.947545908633463,-0.18294957107422302,-0.4859714791867864,-1.6105996745810258,0.6943383219078185,-0.06943777812499426,1.3267982336065143,1
-1.8506875484193464,1.8172716571849192,-0.9161159214689676,-2.1667397917570197,-2.158792408999094,-0.18294957107422302,2.075537053249251,-2.6012722610808847,1.8373855315109358,1.9902844653077258,2.638677110597503,1
-0.4944690157731589,0.1373734548321683,-0.3099871673820267,-0.8347484076161813,0.2637005917321683,0.05752459407421363,-0.285853625090221,0.01738457584543677,1.2277603530559422,0.46788106798788975,0.11583311638406432,0
0.5226948837114818,-1.2183338663647891,0.3512442007128178,-0.3907512795692352,0.6674494251873782,-0.30318665364844133,-0.8862071873799172,-0.5189668244888683,-1.2107403607640446,-0.6963097652566913,0.014919356615527127,1
-1.1725782820962527,1.5814964708897967,-1.3569368335321972,0.05324584847771132,-0.8802544363909278,1.6206066675390518,0.4345706496574145,-1.7304899875969417,1.2277603530559422,-0.9649691883131333,1.225884473837977,0
-0.9013345755670155,0.6678676239961949,-0.80591069345316,-0.16875271554576193,0.46557500845977373,0.41823584179686857,2.3957256198037555,-0.5820669892340725,0.08471314345282174,-0.9649691883131333,-0.18690816292154905,0
2.0145352696222876,-0.6288959006269819,1.232886024839277,1.0522393865833395,0.46557500845977373,-0.6638979013710963,-0.285853625090221,0.5284959102816322,-0.6773183296159208,1.2738593371572149,1.7304532726806647,1
